#	time[s]	beta_apparent
172	6500.0000000	1.09250E+02
173	6550.0000000	1.08500E+02
174	6600.0000000	1.07750E+02
175	6650.0000000	1.07000E+02
176	6700.0000000	1.06250E+02
177	7000.0000000	1.05500E+02
178	7500.0000000	1.04000E+02
179	8000.0000000	1.02000E+02
180	8500.0000000	1.00000E+02
181	9000.0000000	9.70884E+01
182	9500.0000000	9.46779E+01
183	10000.0000000	9.24465E+01
184	11000.0000000	8.84388E+01
185	11500.0000000	8.66295E+01
186	12500.0000000	8.33349E+01
187	13500.0000000	8.04054E+01
188	14500.0000000	7.77775E+01
189	15000.0000000	7.65610E+01
190	17000.0000000	7.22323E+01
191	18000.0000000	7.03378E+01
192	20000.0000000	6.69748E+01
193	21000.0000000	6.45000E+01
194	24500.0000000	5.50000E+01
195	25000.0000000	5.40000E+01
196	25500.0000000	5.20000E+01
197	30500.0000000	4.20000E+01
198	31000.0000000	4.10000E+01
199	37000.0000000	3.30000E+01
200	37500.0000000	3.20000E+01
201	38000.0000000	3.10000E+01
202	48500.0000000	2.10000E+01
203	49000.0000000	2.00000E+01
204	65000.0000000	1.50000E+01
205	79000.0000000	1.25000E+01
206	8.0000000E+15	1.00000E+01
